2019-05-16,376754
2019-05-17,377268
2019-05-18,377861
2019-05-19,378555
2019-05-20,378682
2019-05-21,379406
2019-05-22,379953
2019-05-23,380497
2019-05-24,381075
2019-05-25,381605
2019-05-26,382206
2019-05-27,382607
2019-05-28,383267
2019-05-29,383638
2019-05-30,384470
2019-05-31,384774
2019-06-01,385440
2019-06-02,385820
2019-06-03,385946
2019-06-04,386471
2019-06-05,387001
2019-06-06,387658
2019-06-07,387893
2019-06-08,388105
2019-06-09,388338
2019-06-10,388490
2019-06-11,389412
2019-06-12,389763
2019-06-13,390526
2019-06-14,390971
2019-06-15,391434
2019-06-17,392333
2019-06-18,392517
2019-06-19,392966
2019-06-20,393420
2019-06-21,394139
2019-06-22,394294
2019-06-23,394630
2019-06-24,394930
2019-06-25,395427
2019-06-26,395902
2019-06-27,396417
2019-06-28,396834
2019-06-30,397724
2019-07-01,397837
2019-07-02,398311
2019-07-03,398609
2019-07-04,399221
2019-07-05,399711
2019-07-08,400716
2019-07-09,401132
2019-07-10,401451
2019-07-11,401962
2019-07-12,402286
2019-07-13,402615
2019-07-14,402870
2019-07-15,403163
2019-07-16,403523
2019-07-17,404007
2019-07-18,404538
2019-07-19,405013
2019-07-20,405561
2019-07-21,405594
2019-07-22,405818
2019-07-23,406313
2019-07-24,406764
2019-07-25,407207
2019-07-26,407606
2019-07-27,408077
2019-07-28,408273
2019-07-29,408396
2019-07-30,408873
2019-07-31,409417
2019-08-01,409754
2019-08-02,410093
2019-08-03,410554
2019-08-04,410739
2019-08-05,410851
2019-08-06,411303
2019-08-07,411637
2019-08-08,412000
2019-08-12,413176
2019-08-13,413404
2019-08-14,413770
2019-08-15,414169
2019-08-16,414518
2019-08-17,415060
2019-08-18,415121
2019-08-19,415454
2019-08-20,415810
2019-08-21,416119
2019-08-22,416461
2019-08-23,416883
2019-08-24,417152
2019-08-25,417349
2019-08-26,417610
2019-08-27,418039
2019-08-28,418375
2019-08-29,418761
2019-08-30,419134
2019-08-31,419523
2019-09-01,419741
2019-09-02,420161
2019-09-03,420408
2019-09-04,420832
2019-09-05,421271
2019-09-06,421628
2019-09-07,422200
2019-09-08,422408
2019-09-09,422732
2019-09-10,423221
2019-09-11,423563
2019-09-12,423984
2019-09-13,424536
2019-09-14,424848
2019-09-15,424911
2019-09-16,425273
2019-09-17,425799
2019-09-18,426319
2019-09-20,427199
2019-09-21,427820
2019-09-22,428007
2019-09-23,428162
2019-09-24,428593
2019-09-25,429143
2019-09-26,429407
2019-09-27,430016
2019-09-28,430244
2019-09-29,430475
2019-09-30,430636
